电影名,类型,上映日期,时长（分）,导演,主要演员,全部演员,票房,豆瓣链接,豆瓣评分,豆瓣评分人数,豆瓣短评数,豆瓣长评数,猫眼评分,时光网评分,imdb评分
克隆人,科幻 犯罪 悬疑,2018-11-23(中国大陆),107,杰弗利·纳赫马诺夫,基努·里维斯 爱丽丝·伊芙 艾米丽·阿琳·林德,基努·里维斯 爱丽丝·伊芙 艾米丽·阿琳·林德 托马斯·米德蒂奇 恩杰伊·安东尼 约翰·奥提兹 尼亚切·海邓迪 艾莉亚·莱蕊克·勒布 艾梅柏·里维拉 艾梅柏·汤森 杰弗里·霍尔斯曼 桑娴·洛格罗诺 奥马尔·克鲁兹·索托 伊万·J·托雷斯·拉桑塔 让·皮埃尔·普拉茨 伊夫林·迪安-奥姆斯特德,532,https://movie.douban.com/subject/26219713/,6.2,6989,2140,74,8.4,6.5,5.4
妈妈咪呀2,喜剧 爱情 歌舞,2018-08-03(中国大陆),114,欧·帕克,莉莉·詹姆斯 阿曼达·塞弗里德 朱丽·沃特斯,莉莉·詹姆斯 阿曼达·塞弗里德 朱丽·沃特斯 克里斯汀·芭伦斯基 皮尔斯·布鲁斯南 斯特兰·斯卡斯加德 科林·费尔斯 多米尼克·库珀 杰瑞米·艾文 亚历克萨·戴维斯 杰西卡·基南·温 乔什·迪伦 休·斯金纳 雪儿 梅丽尔·斯特里普 安迪·加西亚 西莉亚·伊姆里 欧米德·吉亚李利 杰拉德·摩纳科 森尚子 伊川东吾 阿纳斯塔西娅·希尔 苏珊娜·巴克莱德 乔纳森·戈德史密斯 凯西·克莱尔 班尼·安德森 戴尔·布兰斯顿 亚历珊德拉·福特,415,https://movie.douban.com/subject/27050259/,7.1,16889,6267,104,8.8,7.0,6.8
神探狗笨吉,剧情,2018-12-28(中国大陆),85,布兰登·坎普,加布里埃尔·贝特曼 达比·坎普 基拉·桑切斯,加布里埃尔·贝特曼 达比·坎普 基拉·桑切斯 格拉伦·布莱恩特·班克斯 威尔·罗斯海尔 安格斯·桑普森 杰罗德·海恩斯 莱西·坎普 吉姆·格里森 布雷迪·佩蒙特 汤姆·普罗克特,388,https://movie.douban.com/subject/26895438/,6.8,1833,711,14,9.1,,6.4
无敌原始人,喜剧 动画 冒险,2018-10-19(中国大陆),89,尼克·帕克,汤姆·希德勒斯顿 埃迪·雷德梅恩 麦茜·威廉姆斯,汤姆·希德勒斯顿 埃迪·雷德梅恩 麦茜·威廉姆斯 蒂莫西·斯波 理查德·艾欧阿德 马克·威廉姆斯 尼克·帕克 米瑞安·玛格莱斯 罗伯·布莱顿 约翰尼·维加斯 凯万·诺瓦克 瑟莉娜·格里菲斯 西蒙·格林诺 吉娜·亚谢尔 卢克·沃尔顿 凯文·马塔迪恩 理查德·韦伯,360,https://movie.douban.com/subject/26384292/,6.2,4479,1328,24,7.9,6.7,6.1
爱猫之城,纪录片,2018-09-22(中国大陆),79,杰达·托伦,布朗特·乌斯塔曼 本古 德尼兹,布朗特·乌斯塔曼 本古 德尼兹 杜曼 无忧 小狮子 疯子 橘猫,282,https://movie.douban.com/subject/26806099/,8.4,16223,6163,86,8.4,7.6,7.7
绝命时钟2:22,爱情 惊悚,2018-01-26(中国大陆),98,保罗·柯瑞,泰莉莎·帕尔墨 米契尔·哈思曼 萨姆·里德,泰莉莎·帕尔墨 米契尔·哈思曼 萨姆·里德 梅芙·德莫迪 约翰·沃特斯 瑞米·海依 西蒙娜·凯塞尔 凯瑞·阿姆斯特朗 凯蒂·麦康奈尔 杰西卡·克拉克 玛丽莎·拉蒙尼卡 理查德·戴维斯 扎拉·迈克尔斯 安吉·特里克 卡玛·莎伦 米切尔·巴特尔,226,https://movie.douban.com/subject/2338070/,5.8,5225,1698,40,7.8,,5.8
第一夫人,剧情 传记 历史,2018-01-19(中国大陆),100,帕布罗·拉雷恩,娜塔莉·波特曼 彼得·萨斯加德 格蕾塔·葛韦格,娜塔莉·波特曼 彼得·萨斯加德 格蕾塔·葛韦格 比利·克鲁德普 约翰·赫特 理查德·E·格兰特 卡斯珀·菲利普森 贝丝·格兰特 约翰·卡洛·林奇 马克斯·凯塞拉 萨拉·维哈根 海伦·库恩 黛博拉·芬德莱 克里·约翰逊 艾登·奥黑尔,213,https://movie.douban.com/subject/4849728/,6.6,23898,7682,181,7.9,7.2,6.7
超大号美人,喜剧,2018-08-28(中国大陆),110,艾比·科恩 马克·西尔弗斯坦,艾米·舒默 米歇尔·威廉姆斯 汤姆·霍珀,艾米·舒默 米歇尔·威廉姆斯 汤姆·霍珀 罗里·斯卡沃 阿德里安·马丁斯 艾米丽·拉塔科斯基 艾迪·布莱恩特 贝茜·菲利普斯 劳伦·赫顿 萨西尔·扎玛塔 安吉拉·戴维斯 卡罗琳·戴 安娜斯塔吉亚·彼埃尔·弗里尔 吉娅 克罗瓦丁 奥莉维亚·库尔普 娜奥米·坎贝尔 杰弗里·格罗弗,148,https://movie.douban.com/subject/27021609/,6.3,6897,2420,65,8.1,6.6,5.4
夺命来电,科幻 惊悚 恐怖,2018-04-13(中国大陆),98,托德·威廉姆斯,塞缪尔·杰克逊 约翰·库萨克 伊莎贝拉·弗尔曼,塞缪尔·杰克逊 约翰·库萨克 伊莎贝拉·弗尔曼 斯泰西·基齐 洛伊德·考夫曼 约书亚·米克尔 格里芬·弗里曼 维布尔·弗利茨杰拉德 雷·埃尔南德斯 E·罗杰·米切尔 凯萨琳·戴尔 迈克尔·比斯利 亚历克斯·特·艾佛斯,122,https://movie.douban.com/subject/1892134/,4.5,4272,1361,26,6.7,5.7,4.3
凤凰城遗忘录,科幻 悬疑 恐怖,2018-06-22(中国大陆),87,贾斯廷 巴伯,Florence Hartigan Luke Spencer Roberts 切尔西·洛佩兹,Florence Hartigan Luke Spencer Roberts 切尔西·洛佩兹 Justin Matthews Clint Jordan Cyd Strittmatter 雅尼娜·杰克逊 马特·比德尔 安娜·德拉·克鲁兹 麦肯齐·菲尔根斯 Jay Pirouznia Marc Marron Don Boyd,75,https://movie.douban.com/subject/26990268/,5.9,1320,435,9,6.4,5.6,5.2
流浪猫鲍勃,剧情 喜剧 传记,2018-11-02(中国大陆),103,罗杰·斯波蒂斯伍德,卢克·崔德威 猫鲍勃 露塔·格德米纳斯,卢克·崔德威 猫鲍勃 露塔·格德米纳斯 琼安·弗洛加特 安东尼·海德 戴伦·伊万斯 里维拉·吉迪恩 洛琳·艾什本 阿卡巴尔·库尔塔 约翰·亨肖 贝丝·戈达德 伊万娜·贝斯克 妮娜·瓦迪娅 罗茜·伊德 鲁斯·西恩 卡罗琳·古多尔 雅各布·詹姆斯·贝西克 罗伯·贾维斯 丹尼尔·弗恩 詹姆斯·鲍恩 李·尼古拉斯·哈里斯 丹尼尔·斯蒂森,5298,https://movie.douban.com/subject/26685451/,8.0,94712,31264,430,8.8,7.6,7.4
我的冤家是条狗,喜剧 家庭,2018-11-09(中国大陆),95,曼迪·弗莱彻,比蒂·埃德蒙森 艾德·斯克林 米兰卡·布鲁克斯,比蒂·埃德蒙森 艾德·斯克林 米兰卡·布鲁克斯 杰玛·琼斯 切瑞·朗吉 艾米丽·阿塔克 彼得·戴维森 艾米莉亚·琼斯 珍妮弗·桑德斯 阿德里安·斯卡伯勒 伯纳德·克理宾斯,232,https://movie.douban.com/subject/30143861/,6.4,6089,1864,54,8.4,6.6,5.8
铁甲战神,动作 战争 科幻,2018-11-30(中国大陆),87,乔·米亚,李·佩斯 贝纳尼丝·玛尔洛 艾米·路易斯·威尔逊,李·佩斯 贝纳尼丝·玛尔洛 艾米·路易斯·威尔逊 杰森·弗莱明 思布莱丽·吉思莱塔那 肯尼思·霍 汤姆·费尔富特 艾伦·桑蒂尼 万迪莱·莫尔巴西 塞科蒂·SK·塔巴内 Leroy Gopal Welile Nzunza Patrick Bakoba Ben Tjibe Chantal Herman Barileng Malebye,16,https://movie.douban.com/subject/25891853/,4.1,1070,309,12,,5.4,5.2
第七个小矮人,喜剧 动画 冒险,2018-06-16(中国大陆),88,Boris Aljinovic 哈莱德·西博门,Otto Waalkes Mirco Nontschew Boris Aljinovic,Otto Waalkes Mirco Nontschew Boris Aljinovic 拉尔夫·施密茨 古斯塔夫·彼得·沃勒 Martin Schneider 诺波特·海斯塔卡姆 Nina Hagen Christian Brückner Sascha Grammel Mirko Bogojevic Leonhard Mahlich Mia Diekow Henning Nöhren 科斯马·席瓦·哈根,2549,https://movie.douban.com/subject/25971649/,5.8,678,297,7,8.5,,4.6
玛雅蜜蜂历险记,儿童 喜剧 动画,2018-10-12(中国大陆),78,亚力克斯·施塔德曼,柯蒂·斯密特-麦菲 诺亚·泰勒 理查德·劳斯伯格,柯蒂·斯密特-麦菲 诺亚·泰勒 理查德·劳斯伯格 米瑞安·玛格莱斯 可可·杰克·吉利斯 贾丝婷·克拉克 安迪·麦克菲 科斯马·席瓦·哈根 杰基·韦佛 Heather Mitchell David Collins Nina Hagen Shane Dundas Eva-Maria Hagen Constantin von Jascheroff Bodo Wolf 亚力克斯·施塔德曼 芬·埃德基  圣地亚哥·齐斯默 Till C. Hagen 阿克塞尔·勒特 Cam Ralph Jan Delay,690,https://movie.douban.com/subject/25881500/,6.3,355,115,4,8.8,6.5,5.9
的士速递5,喜剧 动作 犯罪,2018-08-03(中国大陆),100,弗兰克·盖思堂彼得,弗兰克·盖思堂彼得 马利克·班泽拉 伯纳尔·法西,弗兰克·盖思堂彼得 马利克·班泽拉 伯纳尔·法西 塞尔维托·埃斯波西多 萨巴纳·奥扎尼 爱德华·蒙多特 朗齐·贝迪亚 茂萨·马斯克里 夏洛特·加布里斯,3121,https://movie.douban.com/subject/27615564/,5.4,17701,4944,76,7.3,6.4,4.7
青年马克思,剧情 传记 历史,2018-05-05(中国大陆),118,哈乌·佩克,奥古斯特·迪赫 史特凡·柯纳斯克 薇姬·克里普斯,奥古斯特·迪赫 史特凡·柯纳斯克 薇姬·克里普斯 奥利维埃·古尔梅 汉娜·斯蒂尔 亚历山大·吉尔 汉斯-尤韦·鲍尔 迈克尔·布兰德纳 伊凡·弗拉内克 彼得·本尼迪克 玛丽·梅曾巴克 尼尔斯-布鲁诺·施密特 乌尔里奇·布兰德霍夫 艾力克·高敦 斯蒂芬·霍根 罗夫·凯尼斯 丹尼斯·莱昂斯 赫鲁晓夫,2078,https://movie.douban.com/subject/5330387/,6.6,5613,2071,122,8.4,6.0,6.6
大坏狐狸的故事,喜剧 动画 冒险,2018-03-16(中国大陆),83,本杰明·雷内 帕特里克·英伯特,纪尧姆·达尔诺 席琳·荣特 达米安·维特卡,纪尧姆·达尔诺 席琳·荣特 达米安·维特卡 安托万·苏姆斯基 卡梅尔·阿卜德萨多克 克里斯多夫·勒莫因 纪尧姆·布谢德 鲍里斯·雷林格 玛佳丽·罗森茨威格 让·卢·霍维茨 伊夫·阎,1609,https://movie.douban.com/subject/27042405/,8.3,36496,13726,180,8.3,7.5,7.4
亡命救赎,动作 犯罪,2018-11-30(中国大陆),88,让-弗朗索瓦·雷切,梅尔·吉布森 艾琳·莫里亚蒂 迭戈·卢纳,梅尔·吉布森 艾琳·莫里亚蒂 迭戈·卢纳 迈克尔·帕克斯 威廉姆·H·梅西 米盖尔·桑多瓦尔 戴尔·迪奇 理查德·卡夫拉尔 丹尼尔·蒙卡达 瑞恩·多尔西 劳尔·特鲁希洛 琼安·坎普 托马斯·曼 泰特·弗莱彻 卢斯·雷恩斯 梅丽萨洛艾莉丝,1422,https://movie.douban.com/subject/25909389/,5.8,5610,1756,142,8.1,6.4,6.4
虎皮萌企鹅,动画,2018-03-16(中国大陆),97,大卫阿拉克斯,菲利普·波佐 劳伦·默度 帕斯卡尔·卡萨诺瓦,菲利普·波佐 劳伦·默度 帕斯卡尔·卡萨诺瓦 席琳·蒙萨哈 Emmanuel Curtil 保罗·鲍恩 玛丽-克莉丝汀·达哈 弗朗兹·康菲艾克 艾朗·多瓦尔 Richard Darbois 米歇尔·梅拉 让-菲利普·皮马赫丹 芭芭拉·蒂西耶 亚历克斯·托马逊 奥利弗·科迪纳,868,https://movie.douban.com/subject/27076492/,5.9,1893,773,55,8.4,6.8,5.1
帝企鹅日记2：召唤,纪录片,2018-10-12(中国大陆),85,吕克·雅盖,朗贝尔·维尔森 托马斯·阿克达 摩根·弗里曼,朗贝尔·维尔森 托马斯·阿克达 摩根·弗里曼 苏菲·格拉宝 罗夫·拉斯加德 皮弗 丹尼斯·史托霍伊,540,https://movie.douban.com/subject/26794854/,7.3,2053,816,20,8.5,7.2,6.5
飞鸟历险记,喜剧 动画 冒险,2018-03-08(中国大陆),91,克里斯蒂安·德·维塔,亚瑟·杜彭 莎拉·弗里斯蒂 布鲁诺·萨拉曼,亚瑟·杜彭 莎拉·弗里斯蒂 布鲁诺·萨拉曼 皮埃尔·里夏尔 伊莎贝拉·雷纳德 娜塔莉·布伏 克里斯汀·芭伦斯基 伊薇特·尼科尔·布朗 布拉迪·科贝特 达科塔·范宁 丹尼·格洛弗 扎克瑞·戈登 埃利奥特·古尔德 赛斯·格林 理查德·坎德,131,https://movie.douban.com/subject/25899334/,5.9,588,166,16,8.3,7.4,5.5
哆啦A梦：大雄的金银岛,动画 奇幻 冒险,2018-06-01(中国大陆),109,今井一晓,水田山葵 大原惠美 嘉数由美,水田山葵 大原惠美 嘉数由美 木村昴 关智一 高桥茂雄 长泽雅美 大泉洋 山下大辉 折笠富美子 大友龙三郎 早见沙织 悠木碧 三石琴乃 松本保典,20928,https://movie.douban.com/subject/27069070/,6.5,27471,9669,264,8.2,,6.7
龙猫,动画 奇幻 冒险,2018-12-14(中国大陆),86,宫崎骏,日高法子 坂本千夏 糸井重里,日高法子 坂本千夏 糸井重里 岛本须美 北林谷荣 高木均 雨笠利幸 丸山裕子 广濑正志 鹫尾真知子 铃木玲子 千叶繁 龙田直树 鳕子 西村朋纮 石田光子 神代知衣 中村大树 水谷优子 平松晶子 大谷育江,17315,https://movie.douban.com/subject/1291560/,9.2,649548,120297,1790,9.2,8.7,8.2
名侦探柯南：零的执行人,动画 悬疑,2018-11-09(中国大陆),110,立川让,高山南 山口胜平 山崎和佳奈,高山南 山口胜平 山崎和佳奈 小山力也 绪方贤一 林原惠美 古谷彻 置鲇龙太郎,12737,https://movie.douban.com/subject/27110363/,5.7,68326,25367,371,8.4,6.7,6.1
小偷家族,剧情 犯罪 家庭,2018-08-03(中国大陆),117,是枝裕和,中川雅也 安藤樱 松冈茉优,中川雅也 安藤樱 松冈茉优 城桧吏 佐佐木美结 树木希林 绪形直人 池松壮亮 森口瑶子 山田裕贵 片山萌美 柄本明 高良健吾 池胁千鹤,9675,https://movie.douban.com/subject/27622447/,8.7,249443,81596,2793,8,8.7,8.1
镰仓物语,剧情 奇幻,2018-09-14(中国大陆),129,山崎贵,堺雅人 高畑充希 堤真一,堺雅人 高畑充希 堤真一 安藤樱 田中泯 中村玉绪 市川实日子 室毅 要润 大仓孝二 神户浩 国村隼 古田新太 鹤田真由 药师丸博子 吉行和子 桥爪功 三浦友和,4851,https://movie.douban.com/subject/26916229/,6.9,85270,31514,527,8.4,7.0,7.0
浪矢解忧杂货店,剧情 奇幻,2018-02-02(中国大陆),129,广木隆一,山田凉介 村上虹郎 宽一郎,山田凉介 村上虹郎 宽一郎 成海璃子 门胁麦 林遣都 铃木梨央 山下莉绪 手塚通 中村治雄 萩原圣人 小林薰 吉行和子 尾野真千子 西田敏行,2876,https://movie.douban.com/subject/26742730/,7.2,52804,15815,413,8.4,7.0,6.8
玛丽与魔女之花,动画 奇幻 冒险,2018-04-28(中国大陆),102,米林宏昌,杉咲花 神木隆之介 天海祐希,杉咲花 神木隆之介 天海祐希 小日向文世 满岛光 佐藤二朗 远藤宪一 渡边绘里 大竹忍,2062,https://movie.douban.com/subject/26935777/,6.3,16888,6102,107,8.2,6.8,6.8
恋爱回旋,喜剧 运动,2018-03-09(中国大陆),119,石川淳一,新垣结衣 瑛太 广末凉子,新垣结衣 瑛太 广末凉子 苍井优 濑户康史 永野芽郁 山口纱弥加 佐野勇斗 远藤宪一 森崎博之 吉田钢太郎 久间田琳加 生濑胜久 铃木福 谷花音 真木阳子 小日向文世 中村安奈 水谷隼 石川佳纯 伊藤美诚 木造勇人 吉村真晴 浜本由惟,1854,https://movie.douban.com/subject/26972275/,7.0,62430,22985,378,8.7,7.1,6.6
昼颜,剧情 爱情,2018-05-18(中国大陆),125,西谷弘,上户彩 斋藤工 伊藤步,上户彩 斋藤工 伊藤步 平山浩行 黑泽明日香 萩原实里 志贺广太郎 三浦诚己 涩川清彦 松居大悟 中村育二,1434,https://movie.douban.com/subject/26877106/,6.4,52460,19685,628,8.1,6.8,6.0
生存家族,喜剧 家庭,2018-06-22(中国大陆),117,矢口史靖,小日向文世 深津绘里 泉泽祐希,小日向文世 深津绘里 泉泽祐希 葵若菜 时任三郎 藤原纪香 大野拓朗 志尊淳 渡边绘里 宅麻伸 柄本明 大地康雄 松浦雅,1141,https://movie.douban.com/subject/26815162/,8.1,64229,21087,618,8.5,7.9,7.2
第三度嫌疑人,剧情 犯罪 悬疑,2018-03-30(中国大陆),124,是枝裕和,福山雅治 役所广司 广濑铃,福山雅治 役所广司 广濑铃 满岛真之介 市川实日子 松冈依都美 桥爪功 齐藤由贵 吉田钢太郎 莳田彩珠,452,https://movie.douban.com/subject/26952153/,7.1,25599,9169,382,7.7,7.3,6.7
念念手纪,剧情 爱情,2018-09-14(中国大陆),116,月川翔,滨边美波 北村匠海 北川景子,滨边美波 北村匠海 北川景子 小栗旬 大友花恋 矢本悠马 樱田通 森下大地 上地雄辅 长野里美 中田圭祐,447,https://movie.douban.com/subject/26869119/,6.7,14485,5690,164,8.6,7.1,7.2
跨越8年的新娘,剧情 爱情,2018-10-19(中国大陆),119,濑濑敬久,佐藤健 土屋太凤 北村一辉,佐藤健 土屋太凤 北村一辉 浜野谦太 中村友理 堀部圭亮 古馆宽治 杉本哲太 药师丸博子,312,https://movie.douban.com/subject/26929835/,6.9,5764,2441,59,8.7,7.1,7.1
哥斯拉：怪兽行星,动作 科幻 动画,2018-09-21(中国大陆),89,静野孔文 濑下宽之,梶裕贵 诹访部顺一 花泽香菜,梶裕贵 诹访部顺一 花泽香菜 樱井孝宏 杉田智和 小野大辅 中井和哉 堀内贤雄 三宅健太 山路和弘 宫野真守,162,https://movie.douban.com/subject/26858594/,6.2,5874,1708,43,7.8,6.2,6.0
狗狗的疯狂假期,喜剧 动画 冒险,2018-02-02(中国大陆),90,阿尔贝托·罗德里格 纳乔·拉·卡萨,吉列尔莫·罗梅罗 丹尼·罗维拉 何塞·莫塔,吉列尔莫·罗梅罗 丹尼·罗维拉 何塞·莫塔 米歇尔·珍娜 卡洛斯·阿雷塞斯 费尔南多·特赫罗 胡安·费尔南德斯 埃尔莎·帕塔奇 巴勃罗·埃斯皮诺萨 大卫·赫尔曼 罗伯特·冈萨雷斯 马里奥·马丁·塞拉诺 加布里埃尔·吉梅内斯 何塞·路易斯·加西亚·佩雷斯 马诺洛·拉玛 马蒂亚斯·普拉茨 本杰明·内森·塞里奥 吉米·肖,1060,https://movie.douban.com/subject/26909507/,6.1,907,308,12,8.4,7.1,5.3
萌犬好声音,喜剧 冒险 音乐,2018-03-24(中国大陆),92,罗伯特·文斯,麦肯泽·摩斯 凯特林·马希尔 杰德·瑞斯,麦肯泽·摩斯 凯特林·马希尔 杰德·瑞斯 汤姆·艾弗瑞特·斯科特 大卫·德路易斯 卡拉·吉门内斯 乔治·纽伯恩 约翰·拉岑贝格 奥巴·巴巴图德 戴德里克·巴德 妮基·布朗斯凯 隆巴多·博伊尔 克里斯·科波拉,980,https://movie.douban.com/subject/26846031/,5.6,1405,517,12,8.1,5.9,4.7
完美陌生人,剧情 喜剧,2018-05-25(中国大陆),97,保罗·格诺维塞,马可·贾利尼 卡夏·斯穆特尼亚克 爱德华多·莱奥,马可·贾利尼 卡夏·斯穆特尼亚克 爱德华多·莱奥 阿尔巴·罗尔瓦赫尔 瓦莱里奥·马斯坦德雷亚 安娜·福列塔 朱塞佩·巴蒂斯通,5352,https://movie.douban.com/subject/26614893/,8.5,298920,94766,2358,8.5,8.0,7.8
我的宠物恐龙,动作 冒险 家庭,2018-05-31(中国大陆),96,马特·德鲁蒙德,乔丹·杜力乌 Annabel Wolfe Scott Irwin,乔丹·杜力乌 Annabel Wolfe Scott Irwin Beth Champion Rowland Holmes Christopher Gabardi Harrison Saunders Tom Rooney Sam Winspear-Schillings Jack Mars Darius Williams Tiriel Mora 斯蒂芬·戴维斯 琼妮·萨缪尔 大卫·罗伯茨,864,https://movie.douban.com/subject/27043980/,4.2,1237,281,10,7.6,,4.0
神秘巨星,剧情 音乐,2018-01-19(中国大陆),150,阿德瓦·香登,塞伊拉·沃西 梅·维贾 阿米尔·汗,塞伊拉·沃西 梅·维贾 阿米尔·汗 拉杰·阿晶 提斯·沙马 卡比尔·谢赫 法如克·贾法尔 马努杰·沙玛 莫娜·安伯加卡尔 尼基塔·阿南德 尚 莫纳利·塔库尔,74707,https://movie.douban.com/subject/26942674/,7.7,279894,91662,3944,9.3,7.7,8.0
小萝莉的猴神大叔,剧情 喜剧 动作,2018-03-02(中国大陆),159,卡比尔·汗,萨尔曼·汗 哈莎莉·马洛特拉 卡琳娜·卡普尔,萨尔曼·汗 哈莎莉·马洛特拉 卡琳娜·卡普尔 纳瓦祖丁·席迪圭 欧姆·普瑞 梅·维贾 席尔帕.舒克拉 拉什·沙玛 沙拉蒂·瑟斯纳 阿图·斯里瓦斯塔瓦 阿德南·萨米 马诺·巴克什,28559,https://movie.douban.com/subject/26393561/,8.5,234688,70363,1994,9.5,8.1,8.0
起跑线,剧情 喜剧,2018-04-04(中国大陆),132,萨基特·乔杜里,伊尔凡·可汗 萨巴·卡玛尔 内哈·迪胡皮阿,伊尔凡·可汗 萨巴·卡玛尔 内哈·迪胡皮阿 迪帕克·迪布里亚尔 蒂希塔·塞加尔 阿莫瑞塔·金格 蒂洛塔玛·索姆 桑贾娜·桑吉 拉什·沙玛 桑贾伊·萨里 玛丽卡·杜阿 基兰·寇杰 丹尼·苏拉 斯沃蒂·达斯 苏米特·古拉蒂,21039,https://movie.douban.com/subject/26942631/,7.9,110017,32360,1302,9,7.7,7.8
嗝嗝老师,剧情 喜剧,2018-10-12(中国大陆),120,西达夫·马贺拉,拉妮·玛克赫吉 内拉吉·卡比 萨钦,拉妮·玛克赫吉 内拉吉·卡比 萨钦 苏普丽雅·皮尔加卡尔 罗特·萨拉夫 维克拉姆·戈克哈尔 雷伊·舒克拉 阿西夫·巴斯拉 加纳特·拉玛妮 侯赛因·达拉尔 伊万·罗德里格斯 坤纳·斯内德 哈许‧梅尔 什库马尔·苏布拉马尼亚姆,14940,https://movie.douban.com/subject/30140571/,7.5,44655,13036,433,9.3,7.9,7.5
厕所英雄,剧情 喜剧,2018-06-08(中国大陆),155,什里·那拉扬·辛,阿克谢·库玛尔 阿努潘·凯尔 布米·佩德卡尔,阿克谢·库玛尔 阿努潘·凯尔 布米·佩德卡尔 拉什·沙玛 萨钦·克德卡 莎娜·可汗 迪韦严杜·沙玛,9461,https://movie.douban.com/subject/26942645/,7.1,55131,17739,534,8.4,7.2,7.3
巴霍巴利王2：终结,剧情 动作 奇幻,2018-05-04(中国大陆),167,S·S·拉贾穆里,帕拉巴斯 拉纳·达格巴提 安努舒卡·谢蒂,帕拉巴斯 拉纳·达格巴提 安努舒卡·谢蒂 特曼娜·芭蒂亚 萨伯拉杰 拉姆亚·克里希南 纳赛尔 挲塞亚拉杰,7684,https://movie.douban.com/subject/26420932/,7.1,28959,10659,372,8.8,7.2,8.3
印度合伙人,剧情 喜剧 传记,2018-12-14(中国大陆),140,R·巴尔基,阿克谢·库玛尔 拉迪卡·艾普特 索娜姆·卡普尔,阿克谢·库玛尔 拉迪卡·艾普特 索娜姆·卡普尔 乔蒂·苏巴 森尔·辛 阿米达普·巴强 雷·拉维,6755,https://movie.douban.com/subject/27198855/,7.6,48836,15936,479,9.2,7.6,8.0
印度暴徒,喜剧 动作 冒险,2018-12-28(中国大陆),164,维贾伊·克利须那·阿查里雅,阿米尔·汗 卡特莉娜·卡芙 阿米达普·巴强,阿米尔·汗 卡特莉娜·卡芙 阿米达普·巴强 劳埃德·欧文 阿明·阿卜杜勒·奎德 法缇玛·萨那·纱卡 洛尼特·罗伊 杰奇·史洛夫 谢恩·约翰·克鲁格 巴拉特·巴蒂 曼吉特·辛格 乔·阿泽帕迪 穆罕默德·齐尚·艾布 瑟仁德·帕尔 沙棘·乔杜里 罗曼·扬科维奇,6186,https://movie.douban.com/subject/27019982/,5.9,16393,5926,222,8.1,6.2,3.9
苏丹,剧情 运动,2018-08-31(中国大陆),170,阿里·阿巴斯·札法,萨尔曼·汗 安努舒卡·莎玛 马雷塞·克伦普,萨尔曼·汗 安努舒卡·莎玛 马雷塞·克伦普 泰伦·伍德利 罗恩·斯穆安伯格 马克·扎罗 兰迪普·弘达 阿米特·萨特 卡比尔·汗 汉斯·马雷罗 布拉汉姆·艾克巴赫 库玛·米什拉 库布拉·萨特 帕里卡沙特.萨赫尼 希巴妮·丹德卡尔 法如克·贾法尔,3614,https://movie.douban.com/subject/26728641/,6.9,10583,3588,100,9.2,6.8,7.1
老爸102岁,剧情 喜剧,2018-11-30(中国大陆),102,奥米史·舒克拉,阿米达普·巴强 里希·卡普尔 吉米特·特里韦迪,阿米达普·巴强 里希·卡普尔 吉米特·特里韦迪 达尔曼德拉·吉尔,3023,https://movie.douban.com/subject/30183666/,7.3,11444,4083,223,8.7,7.6,7.5
奇怪的袜子精灵,动画 奇幻 冒险,2018-08-24(中国大陆),86,加林娜·米克林诺瓦,克里斯托弗·哈德克 Jan Maxián David Novotný,克里斯托弗·哈德克 Jan Maxián David Novotný 翁德雷·特罗扬 马瑞克·塔西里克 塔蒂亚娜·维尔赫莫娃 约瑟夫·索姆尔 Ales Najbrt Matej Ruppert Václav Koubek Stanislav Zindulka 吉里·哈夫尔卡 雅各布·扎塞克 Zuzana Stivínová,108,https://movie.douban.com/subject/26906870/,6.7,210,82,23,8.5,6.6,5.9
七袋米,剧情 儿童 家庭,2018-08-24(中国大陆),103,Maricel Cariaga,阿诺德雷·耶斯 苏·普拉多 米科·劳伦特,阿诺德雷·耶斯 苏·普拉多 米科·劳伦特 米尔·埃斯皮诺萨 阿方索·伊尼戈·德伦,None,https://movie.douban.com/subject/26881698/,,0,7,0,,0.0,0
追鹰日记,剧情 冒险,2018-10-26(中国大陆),97,杰拉多·奥利瓦雷斯 奥特马尔·朋克,让·雷诺 曼纽尔·卡马乔 托比亚斯·莫雷蒂,让·雷诺 曼纽尔·卡马乔 托比亚斯·莫雷蒂 伊娃·坤,175,https://movie.douban.com/subject/25867012/,7.4,1887,718,82,9.1,7.5,6.8
花滑女王,剧情 爱情 运动,2018-03-30(中国大陆),113,奥列格·特罗费姆,阿格拉娅·塔拉索娃 亚历山大·佩特罗夫 米洛斯·比柯维奇,阿格拉娅·塔拉索娃 亚历山大·佩特罗夫 米洛斯·比柯维奇 玛丽亚·阿龙诺娃 瑟妮娅·拉芙洛娃-格林卡 彦·萨普尼克 克谢尼娅·拉波波尔特 维伦·巴比切夫 帕维尔·迈科夫 伊琳娜·斯达申鲍姆,1717,https://movie.douban.com/subject/27196380/,6.9,13295,4860,180,8.6,7.2,7.1
