演员,id,参演电影总票房(亿),参演电影
贾斯婷·瓦希伯格,1359569,0.6174,我的间谍前男友
汤姆·斯托顿,1353024,0.6174,我的间谍前男友
罗德里克·希尔,1367469,0.6174,我的间谍前男友
杰西卡·罗德,1325899,0.6126,忌日快乐
伊瑟尔·布罗萨德,1023036,0.6126,忌日快乐
露比·莫迪恩,1365373,0.6126,忌日快乐
查尔斯·艾特肯,1254553,0.6126,忌日快乐
劳拉·克利夫顿,1382496,0.6126,忌日快乐
杰森·拜尔,1382497,0.6126,忌日快乐
罗布·梅洛,1344027,0.6126,忌日快乐
瑞秋·马休斯,1382498,0.6126,忌日快乐
拉姆齐·安德森,1382499,0.6126,忌日快乐
布雷迪·刘易斯,1382500,0.6126,忌日快乐
飞·武,1382501,0.6126,忌日快乐
泰内娅·因崔亚戈,1382502,0.6126,忌日快乐
布莱恩·克恩,1382503,0.6126,忌日快乐
卡瑞尔拉·史密斯,1382504,0.6126,忌日快乐
吉米·冈萨雷斯,1382505,0.6126,忌日快乐
比利·斯洛特,1205890,0.6126,忌日快乐
唐娜·杜普兰提尔,1344446,0.6126,忌日快乐
吉吉·埃内塔,1377681,0.6126,忌日快乐
林赛·G·史密斯,1382506,0.6126,忌日快乐
戴恩·罗兹,1330957,0.6126,忌日快乐
凯莱布·斯比尔亚兹,1382507,0.6126,忌日快乐
蜜西·雅格,1363752,0.6126,忌日快乐
果靖霖,1274914,0.6107,狗十三 说走就走之不说再见
Kirsten Day,1401830,0.6014,新灰姑娘
Stephanie Sanditz,1401831,0.6014,新灰姑娘
赵立新,1312817,0.5966,战神纪 中国合伙人2 伊阿索密码
陈国坤,1229775,0.5872,卧底巨星 功夫联盟 冒牌搭档
张歆艺,1275455,0.5742,战神纪 泡芙小姐
安琥,1316825,0.5495,暴裂无声 摇滚小子 梦境之源
宋洋,1316200,0.5462,暴裂无声 无迹可寻
姜武,1274290,0.5426,暴裂无声
伊天锴,1394302,0.5426,暴裂无声
白客,1332932,0.5384,遇见你真好 肆式青春
马可·贾利尼,1094143,0.5352,完美陌生人
卡夏·斯穆特尼亚克,1022632,0.5352,完美陌生人
爱德华多·莱奥,1045775,0.5352,完美陌生人
阿尔巴·罗尔瓦赫尔,1259070,0.5352,完美陌生人
瓦莱里奥·马斯坦德雷亚,1005301,0.5352,完美陌生人
安娜·福列塔,1338625,0.5352,完美陌生人
朱塞佩·巴蒂斯通,1010007,0.5352,完美陌生人
市川实日子,1019576,0.5303,镰仓物语 第三度嫌疑人
桥爪功,1053697,0.5303,镰仓物语 第三度嫌疑人
曹馨月,1318471,0.5302,狗十三 闽宁镇
卢克·崔德威,1049964,0.5298,流浪猫鲍勃
猫鲍勃,1367373,0.5298,流浪猫鲍勃
露塔·格德米纳斯,1275119,0.5298,流浪猫鲍勃
琼安·弗洛加特,1314344,0.5298,流浪猫鲍勃
安东尼·海德,1031891,0.5298,流浪猫鲍勃
戴伦·伊万斯,1367374,0.5298,流浪猫鲍勃
里维拉·吉迪恩,1313179,0.5298,流浪猫鲍勃
